Review,Date,Stars,Restaurant
One of the best restaurant i have ever been to. Price is quite affordable and food was very very good. Brought my friends over and they were very satisfied with the services and food,a month ago, 5 stars ,Brio
The beef in their burger had zero maillard taste. You might wanna dry the beef bit more before grilling with abundant flame.,a month ago, 3 stars ,Brio
,2 months ago, 4 stars ,Brio
I like the creme brulee.. the taste is average for us..,2 months ago, 4 stars ,Brio
"Good food & even better personalized service from the 'abangs'. Recommended is the carbonara pizza, herb & lemon chicken thigh & pollo wings.",2 months ago, 5 stars ,Brio
,2 months ago, 5 stars ,Brio
"Order from Grab self-pickup.
Came after showing Ready, it was not there and the stuff rudely asked me to wait. Approached another stuff and finally found that their machine is broken and …",2 months ago, 1 star ,Brio
,2 months ago, 5 stars ,Brio
,2 months ago, 4 stars ,Brio
Gooooog nice,3 months ago, 4 stars ,Brio
"For ordering, you can scan a QR code on the table. It's generally fast and convenient to make your order and payment. The food arrived relatively quick. I had the French Wagyu Burger ($16.20). The meat was well done but a little tough for …",3 months ago, 4 stars ,Brio
"Saw the Malay male staff wiping the tables using the SAME cloth without spraying any disinfectant liquid.  That cloth is never wash clean and reuse again.
Hygiene level is really low.
Cups with dirt found served.",3 months ago, 1 star ,Brio
,4 months ago, 4 stars ,Brio
,4 months ago, 4 stars ,Brio
"(Translated by Google) The coffee is very rich, very nice place !!!

(Original) …",4 months ago, 5 stars ,Brio
,4 months ago, 5 stars ,Brio
"Well, it's not easy to find a halal risotto. But this place definitely a place to go to. A gem of the West. Awesomelicious.",4 months ago, 5 stars ,Brio
"Love their mushroom steak burger. I always order this as soon as I sit down.. Good service and quiet ambience although it is situated in the middle of the shopping asle, and you can see shoppers walking by.",5 months ago, 4 stars ,Brio
"The BRIO serve the best pizza in Singapore. The ""must"" try place at Jurong Point.",6 months ago, 5 stars ,Brio
"Me and Wife favourite dining place in Jurong Point. It serves good and tasty western foods, staff are super friendly and its Halal. I could say this is the best western food in JP hands down.",6 months ago, 5 stars ,Brio
It was nice but my friend got it super raw,6 months ago, 2 stars ,Brio
Food slightly expensive should hv more promo,6 months ago, 4 stars ,Brio
Good & pretty food as usual. :),6 months ago, 5 stars ,Brio
Enjoyed the Rissoto and PNP something salad. Hidden gem in JP.,6 months ago, 5 stars ,Brio
"Very decent food and affordable prices.

If the fries can be exchange into more vegetables, that will be great. Healthier …",6 months ago, 4 stars ,Brio
The emo burger is a must try. Just that the beef patty alone was underseasoned. The mushroom soup has a little too much flour added. But overall ok. Might be the time of day that has to do with the mushroom soup. Errors happen. Would go there again.,6 months ago, 4 stars ,Brio
,6 months ago, 5 stars ,Brio
,6 months ago, 5 stars ,Brio
"Was planing to have my brunch few days ago but the opening hours (11am) was not as stated. Walked past at 11am, it wasn’t open. Another attempt at 11.07am, still not ready for business. Saw 2 customers waiting outside. Gave up and decide to get my brunch elsewhere … 😏🙄",6 months ago, 1 star ,Brio
,6 months ago, 5 stars ,Brio
"great european food in jurong, very nice and vegetarian friendly too. Fulfilling and wholesome",6 months ago, 4 stars ,Brio
,6 months ago, 3 stars ,Brio
"The chefs here are my heroes. Delicious food, worth every dollar.",7 months ago, 5 stars ,Brio
"Food is great, the service is wonderful as well.",7 months ago, 5 stars ,Brio
"Food tasted normal, There were so much qué that made me thought the food will be fantastic. But no.
Customer service was 5 Star.",7 months ago, 3 stars ,Brio
,7 months ago, 5 stars ,Brio
,7 months ago, 5 stars ,Brio
Nice food,7 months ago, 5 stars ,Brio
Was drinking their mushroom soup and found a hair in my soup told the waiter but they didn’t do anything ☹️,7 months ago, 1 star ,Brio
,7 months ago, 5 stars ,Brio
"Steak are under Cook 30%raw meat and is cold. Will not came again. Burger are good. Halal moden western.
They offer to cook again. That all.",7 months ago, 1 star ,Brio
,7 months ago, 4 stars ,Brio
The signature milk shake is so so,7 months ago, 3 stars ,Brio
,7 months ago, 4 stars ,Brio
,7 months ago, 4 stars ,Brio
,7 months ago, 3 stars ,Brio
Brio is located in the old wing of Jurong Point offering menu of halal-inspired Japanese wagyu beef dishes that are scrumptious and wallet-friendly. Their beverage offer pairs quite well with their dishes and it is a must for beef-worshippers who want a slice of wagyu goodness.,8 months ago, 5 stars ,Brio
Great scrumptious food as always. Been here twice as I loved the serving which is good for sharing with my family. Served hot and fresh. Go for their weekday lunch deal which does not cut down on their serving. Best food for me would be their fish & chips..Don't forget your truffle fries!,8 months ago, 5 stars ,Brio
A halal restaurant in Jurong Point. Located at level 2 JP1 next to Courts and Ya Kun. The ambience is low lit with cool groove playing on the speaker. Service was not bad.  Sufficient servers to go around to take your orders and send ur …,8 months ago, 3 stars ,Brio
,8 months ago, 3 stars ,Brio
"Friendly guys, accommodating. Hot tip: Coffee Bean doesn't allow laptops but Brio does...Passionfruit, mango sodas just ok. Heavy on the concentrate...",8 months ago, 4 stars ,Brio
Excellent service and food quality. Definitely worth the money,9 months ago, 5 stars ,Brio
Good set lunch,9 months ago, 4 stars ,Brio
"Summary (all negatives):-
- Extremely unorganized with customer management
- Not friendly and one of the rudest waiter i have seen to date …",9 months ago, 2 stars ,Brio
,9 months ago, 4 stars ,Brio
The salmon salad was good. 8 love their tiramisu and latte,9 months ago, 5 stars ,Brio
The Ribeye i ordered was to be medium rare. But it came out just rare. I told the waitress and i changed  to medium done scared it will be the same again. But they used the same meat and refired it and then i got a rubbery overcooked meat. …,9 months ago, 1 star ,Brio
We finally got the Pizza at Brio. We went before and it was out of stock so plan your time you visit. The staff were helpful and attentive. It was busy when we were there so book a reservation.,9 months ago, 5 stars ,Brio
,9 months ago, 5 stars ,Brio
,9 months ago, 5 stars ,Brio
,9 months ago, 4 stars ,Brio
"Lunch set is worth it!
Might try other menus next time 😬",10 months ago, 4 stars ,Brio
Good food!,10 months ago, 4 stars ,Brio
Food is ok ! But the service was non existent! Was told to wait out side after checking in to take temperature. Had the manager and supervisor both pretending not to see me there and go do other things which is not even customer related …,10 months ago, 2 stars ,Brio
"Amazingly delicious HALAL lamb ribs in the heart of Jurong Point - who knew! The glaze was just perfect and the meat was so tender! Recommend having it with the spaghetti marinara. We also had a delicious salmon rosti and churros. Compliments to the chef, and the friendly manager!",10 months ago, 5 stars ,Brio
,10 months ago, 5 stars ,Brio
,5 days ago, 5 stars ,DTF
,2 weeks ago, 5 stars ,DTF
Crowded but organize place,a month ago, 5 stars ,DTF
Service is terrible! Manager is even worse than staffs! Never pack correctly and there is not even many orders! Totally disappointed with the service!,a month ago, 1 star ,DTF
,a month ago, 5 stars ,DTF
Good taste. Good service.,a month ago, 4 stars ,DTF
,a month ago, 4 stars ,DTF
"Can never go wrong! Their xiao long Bao, fried prawn pancake and pork chop fried rice is a must get whenever I dine in at DTF.",2 months ago, 5 stars ,DTF
Lovely xiao long bao. Still the best and can't get enough of it. Comfortable place to dine in. Friendly staff as well. Recommended.,2 months ago, 5 stars ,DTF
"Didn’t have a DTF-worthy meal at this outlet.

Food-wise, the beef noodles soup was horribly bland and the beef has a really …",2 months ago, 2 stars ,DTF
good food service,2 months ago, 5 stars ,DTF
,2 months ago, 4 stars ,DTF
,3 months ago, 5 stars ,DTF
Still 1 of the best fried rice and XLB.,4 months ago, 4 stars ,DTF
Very good service and very good food,4 months ago, 5 stars ,DTF
Not so bad nice place but pricey meals,4 months ago, 3 stars ,DTF
,4 months ago, 3 stars ,DTF
Excellent service and good food.,4 months ago, 5 stars ,DTF
Pricey but you get high quality food and great service. They have a good selection but not overwhelming. Try the noodles and the xiao long bao. Go for the Sichuan spicy wonton in red oil. They are a must try.,4 months ago, 4 stars ,DTF
,5 months ago, 3 stars ,DTF
,5 months ago, 4 stars ,DTF
"Above then average price but due to service and also the quality lf the food, it is slightly expensive also 😛",5 months ago, 4 stars ,DTF
,6 months ago, 5 stars ,DTF
Food was pricey and quality wasn't worth the high price.,6 months ago, 2 stars ,DTF
,6 months ago, 5 stars ,DTF
"I came by on a weekday afternoon for lunch, and there was a short queue. However, I did not have to wait long. Due to the huge lunch crowd, there were some hits and misses in terms of service. The staff had forgotten about my appetiser …",6 months ago, 4 stars ,DTF
Excellent place,6 months ago, 5 stars ,DTF
"As for personal preference, it is a average standard restaurant, xiao long bao has it standard, but for the la main texture, I am more preferred the restaurant upstairs.",6 months ago, 3 stars ,DTF
,7 months ago, 5 stars ,DTF
"The food standard never drops, but would be good to have additional food items in the menu once in a while, or have a seasonal special. If not 吃久了也会 sian...",7 months ago, 4 stars ,DTF
,7 months ago, 3 stars ,DTF
always love to eat here once in a whe. the pork rib fried rice is fantastic,7 months ago, 5 stars ,DTF
"(Translated by Google) The food is getting worse, nothing special

(Original)
食物越来越差，没有什么特别",7 months ago, 3 stars ,DTF
"Clean cool place to fine dine the best Chinese cuisine, very courteous kind staffs who are very accommodating, a variety of delicious food, drinks and deserts too. I'm Indian and my family love to dine here all the time.",8 months ago, 5 stars ,DTF
,8 months ago, 5 stars ,DTF
Food is good...but the waitress denied to take our order after we finished our main course and was still hungry.....she said food not available and it was like only 2 pm in the afternoon...hiw xan chicken dumplings finish at 2 pm....how …,9 months ago, 4 stars ,DTF
Generally good service and our favorite is the eff fried rice with chicken chop.,9 months ago, 4 stars ,DTF
,9 months ago, 5 stars ,DTF
,9 months ago, 5 stars ,DTF
,9 months ago, 5 stars ,DTF
,9 months ago, 5 stars ,DTF
,9 months ago, 4 stars ,DTF
"(Translated by Google) Good service is also delicious

(Original)
服务好东西也很好吃",10 months ago, 5 stars ,DTF
Alot of flies flying around which is very unhygienic,10 months ago, 1 star ,DTF
,10 months ago, 4 stars ,DTF
,10 months ago, 5 stars ,DTF
"Used to be serving one of the best fried rice in west zone, but I am surprised today's standard has dropped so much. The rice is too sticky, taste is not good. Btw, ordered 3 plates of fried rice but not served about the same time, waited …",10 months ago, 2 stars ,DTF
"Service here is brisk and the food is as tasty as all the franchise. The xiao long bao is good and not too porky tasting, but highlight for me is usually their fried rice.",10 months ago, 5 stars ,DTF
,10 months ago, 4 stars ,DTF
"(Translated by Google) Bit Plain, looks good, Xiao Long Bao is pretty good

(Original) …",11 months ago, 3 stars ,DTF
,11 months ago, 4 stars ,DTF
,11 months ago, 5 stars ,DTF
Some staple items no longer served. Service is a far cry from a few years ago.,11 months ago, 3 stars ,DTF
Family favorite! Always long queue during peak hours. Was there during tea break timing for 小笼包 and their orh ni 小笼包. The skin of the 小笼包 is just perfect; soft!,11 months ago, 4 stars ,DTF
,11 months ago, 3 stars ,DTF
,11 months ago, 5 stars ,DTF
Decent food but persistent flies problem.,11 months ago, 3 stars ,DTF
"Super lomh waiting time,
When approach the staff, …",11 months ago, 1 star ,DTF
,a year ago, 5 stars ,DTF
"Nice restaurant with great tasty food. Their pork dumpling (aka 小笼包) which is a Must have. Their pork chop fried rice is tasty and comes with a big piece of crispy chop. My favorite is the prawn roll, which is the best I've ever tried, …",a year ago, 5 stars ,DTF
,a year ago, 4 stars ,DTF
,a year ago, 4 stars ,DTF
,a year ago, 5 stars ,DTF
,a year ago, 4 stars ,DTF
impressed with the customer service and the very nice food. Tried many small dishes and all were great. Especially like the stuffed green chilies dish.,a year ago, 4 stars ,DTF
I like their xiao long baos and shrimp fried rice. Always enjoy visiting here.,a year ago, 5 stars ,DTF
,a year ago, 1 star ,DTF
Service was excellent. Food was great!,a year ago, 5 stars ,DTF
,a year ago, 5 stars ,DTF
"Fast service, good food. Will come back again",a year ago, 5 stars ,DTF
Service are now becoming bad in this store.,a year ago, 3 stars ,DTF
"The same chain , with expected quality and service.
Horrible repetitive Chinese music though and quite noisy background given it's setting in middle of Mall's central hall.",a year ago, 3 stars ,DTF
"Service is good, staff attentive and friendly. Xia long bao is good too.",a year ago, 4 stars ,DTF
,a year ago, 5 stars ,DTF
,a year ago, 1 star ,DTF
,a year ago, 1 star ,DTF
So I am a big fan of this place. Always and always. This is a taiwanese chain and I can't wait to go to Taiwan once to try the food out! The service is always perfect. Order usually arrives on the committed time. I think look at the menu …,a year ago, 4 stars ,DTF
So yummy,a year ago, 5 stars ,DTF
,a year ago, 5 stars ,DTF
"Definitely the place to go to when we crave for Xiao Long Bao. Is still the best in Singapore. However, DTF @ Taipei 101 in irreplaceable. …",a year ago, 3 stars ,DTF
,an hour ago, 5 stars ,Legendary
"(Translated by Google) There is a feeling of a tea restaurant

(Original)
有种茶餐厅的感觉",18 hours ago, 3 stars ,Legendary
"Very authentic HK restaurant! Interior looked like we're in HK even... wonderful since
not able to go HK during this time. …",a day ago, 5 stars ,Legendary
Service staff has really bad attitude. Told her we’re from different household already but she still demand to see our Singpass then proceeded to flare up at us?? Used to frequent here but will avoid if she’s there in the future,a day ago, 1 star ,Legendary
,2 days ago, 5 stars ,Legendary
,2 days ago, 4 stars ,Legendary
因为喜欢吃这边西多士，所以有空就会来这边吃个早餐喝个茶这样！今天来这边用餐体验非常差，因为下完单过了好一会，我就问我的西多士怎么还没好，然后一个带着眼镜短头发的女的过来说，这个是炸的嘛，要时间的嘛，没那么快！语气非常差，两片面包要炸多久？还是我不知道它是炸的？你语气不会好一点嘛？说话都不会说你什么管理者？作为一个管理者希望你以身作则，提高自己的素养，才有那个能力去管理其它人！,3 days ago, 1 star ,Legendary
"yummy dimsum, quite a lot were not in stock but understandable due to the previous dine-in for 2. loved their polo bun and baked/fried dimsum selections. the roasted meat were also savoury and flavourful",5 days ago, 5 stars ,Legendary
,5 days ago, 5 stars ,Legendary
"The food here's good, at a reasonable price. The roast pork has a shattering crack when you bite into it.",6 days ago, 4 stars ,Legendary
"Quality drop, we order a dim sum prawn dumplings was over steam. 6 staff on the section we seat, but when we seek for help all pretend busy. Service was bad, maybe the boss not around. And they miss out our congee that we ordered.",a week ago, 2 stars ,Legendary
"If u miss hong kong, come here
..",a week ago, 5 stars ,Legendary
One of the best HK cafe in the West!,a week ago, 4 stars ,Legendary
,2 weeks ago, 4 stars ,Legendary
,2 weeks ago, 5 stars ,Legendary
Authentic HK dim sum and noodle House!! Food are tasty and worth it !!!,2 weeks ago, 5 stars ,Legendary
,2 weeks ago, 4 stars ,Legendary
Don't try the western food.  Chicken chop over fried ending as hard as rock.  Fried rice not bad.,2 weeks ago, 2 stars ,Legendary
Nice and clean place  😊,2 weeks ago, 5 stars ,Legendary
"Hi I'm sorry it's so bad, don't get the special sauce rice roll or polo bun 😢😢",2 weeks ago, 1 star ,Legendary
Delicious food. Recommend!,2 weeks ago, 4 stars ,Legendary
,3 weeks ago, 4 stars ,Legendary
Nice Hong Kong food with variety. You might be lost on what to order..,3 weeks ago, 4 stars ,Legendary
Ok,4 weeks ago, 4 stars ,Legendary
"Food is good. Those that are recommended in Google review - please try them. Due to restriction of number of people, cannot order a lot. Sad. The tea time set used to be 15% off the total bill but now is what is shown in the list. Quite …",4 weeks ago, 4 stars ,Legendary
,a month ago, 5 stars ,Legendary
,a month ago, 5 stars ,Legendary
"Always search for HK authentic food in SG, finally found Legendary HK where can make me travel all the way from east to west every week!!
Must try- roasted duck & roast pork!!! Xo carrot cake!! Fried prawn roll!! Egg tart!!! And their coffee and tea!!",a month ago, 5 stars ,Legendary
First time to this place. The desserts are wonderful. Will surely go back for another round to try the main courses. Many variety on menu. Authentic Hong Kong feel. Had a tea time set that ends at 530pm on weekdays.,a month ago, 5 stars ,Legendary
Good place to satisfy Hong Kong cha chaan teng cravings. Huge menu and didn't manage to try all at one go.  Silky smooth porridge.,a month ago, 5 stars ,Legendary
"My favourite milk custard and butter polo bun
It’s soooo good even after years of having it",a month ago, 5 stars ,Legendary
It really looks like the actual street,a month ago, 3 stars ,Legendary
,a month ago, 4 stars ,Legendary
"Tasty foods and good service, sometimes the queuing line is long but it won’t take very long time for waiting. 黯然销魂饭 is worth trying",a month ago, 5 stars ,Legendary
,a month ago, 4 stars ,Legendary
,a month ago, 4 stars ,Legendary
,a month ago, 5 stars ,Legendary
"Passed by many times before but didn't enter.  First time here, was taking quite long reading all the menu.  Settled for hk milk tea ice, shrimp shui Jiao noodles soup, Polo bun.  These are the usual stuffs I order in Hong Kong too.. …",a month ago, 5 stars ,Legendary
,a month ago, 5 stars ,Legendary
Yummy Dim Sum. Love the ambience!,a month ago, 4 stars ,Legendary
"I love the roast duck, the tomato soup in bread  sweet and a tint of sourness and the steamed pork ribs is succulent. Great place if you like Hong Kong food.",a month ago, 4 stars ,Legendary
It's what you expect for the price you pay. Decent dinner but not geeat,a month ago, 3 stars ,Legendary
"Most of the dim sum items are good. The porridge is smooth and tasty and so is the wanton noodle. Of course, there are many other items I didn't try. In the afternoon, there's is a discount package too. Though located at Jurong Point which is quite a distance away, it provides free parking from 12 - 2pm. (otherwise HDB's rate).",a month ago, 4 stars ,Legendary
,a month ago, 5 stars ,Legendary
"As a Singaporean that have live in Hong Kong for 5 years and will be visiting twice a year annually.
I must say , this is truly Authentic. …",a month ago, 5 stars ,Legendary
The milk tea and wanton noodles taste very authentic. Overall not bad,a month ago, 5 stars ,Legendary
"Average dishes. Most are way too salty with no depth of flavours. The service is horrendous, perhaps they are trying to exude the real Hong Kong vibes. The man whom I believe is the supervisor is very loud, obnoxious and generally rude to …",a month ago, 2 stars ,Legendary
Love this place... Bringing tasty Hong Kong food to me!,a month ago, 5 stars ,Legendary
,a month ago, 5 stars ,Legendary
"Been here many years ago because I worked at Tuas. After all this year, the taste is still good. Have very close ambience of Hong Kong. Overall the food were good there. Thier dim sum is always maintain the standard. Especially their fried …",a month ago, 4 stars ,Legendary
"(Translated by Google) If you want to have breakfast, lunch and afternoon tea, why not come here to relax. …",a month ago, 4 stars ,Legendary
,a month ago, 4 stars ,Legendary
Best dim sum in town!!!,a month ago, 5 stars ,Legendary
Very authentic HK cafe with lot of food selection and large sitting capacity.,a month ago, 5 stars ,Legendary
"Expensive, food is not hot",a month ago, 1 star ,Legendary
"Hard to find such silky smooth flavorful congee! The beef slices are so tender. 🤤
Aww..The adorable piggy bun oozes its custard lava with just one bite 😘
Not forgetting the super crispy roast pork skin, yummy!",a month ago, 5 stars ,Legendary
Food not bad,a month ago, 4 stars ,Legendary
"Terrible customer service by their supervisor who was rude and loud. In addition, their $6.80 (before service charge and GST) roasted pork rice is mediocre for that pricing. At least their staff was helpful.",2 months ago, 2 stars ,Legendary
"Despite visiting many times, the food choices and quality are always good. The ambience is also comfortable and ideal for gatherings. Do remember your SAFRA card for 10% discounts unless you're there on Monday to Friday, 2.30-5.30pm, in …",2 months ago, 5 stars ,Legendary
,2 months ago, 4 stars ,Legendary
,2 months ago, 4 stars ,Legendary
,2 months ago, 4 stars ,Legendary
(Translated by Google) The food is delicious and I like Cantonese dim sum siu mai. …,2 months ago, 4 stars ,Legendary
Authentic Cha Chaan Teng right down to the details of its decor. Much prefer this to Tsui Wah.,2 months ago, 4 stars ,Legendary
"First time here. Delicious dishes, if you want Hong Kong food. Come here… their HK food are 90% close to original HK. Price are  also good. Their servers are working hard and knowledgeable 👍🏼👍🏼👍🏼👍🏼👍🏼",2 months ago, 5 stars ,Legendary
The food is tasty. Love the roasted pork which is crunchy 😋,2 months ago, 5 stars ,Legendary
,2 months ago, 5 stars ,Legendary
Friend didn’t like the dishes,2 months ago, 3 stars ,Legendary
Quite authentic HK food but some are quite salty,2 months ago, 3 stars ,Legendary
,2 months ago, 4 stars ,Legendary
Good Hong Kong styled dim sum.,2 months ago, 5 stars ,Legendary
,2 months ago, 5 stars ,Legendary
,2 months ago, 5 stars ,Legendary
The roast duck is super!,2 months ago, 5 stars ,Legendary
,2 months ago, 5 stars ,Legendary
"The food were tasty and authentic, though slightly pricey.",2 months ago, 4 stars ,Legendary
"Been here multiple times now, always the go to if my father is craving for some roast delights. Not the best imo, but the remaining dishes are really good! …",2 months ago, 4 stars ,Legendary
,2 months ago, 4 stars ,Legendary
,2 months ago, 5 stars ,Legendary
Good shao rou.. but mediocre char siew and roast duck.,2 months ago, 3 stars ,Legendary
"Established more than 30 years, a very homely ambience, good food and reasonable price. Love their Saba fish and grilled squid. Children love the garlic fried rice and tempura udon. Please make a reservation to avoid disappointment.",4 days ago, 4 stars ,Kotobuki
Very fresh sashimi! Prices are reasonable too. Will come again :),2 weeks ago, 5 stars ,Kotobuki
"Interior looks like going to demolish
No air con
Waitress not friendly but part timer good …",a month ago, 2 stars ,Kotobuki
,a month ago, 5 stars ,Kotobuki
Food was great! Loved the Chirashi don,2 months ago, 5 stars ,Kotobuki
,2 months ago, 5 stars ,Kotobuki
Cosy place to have meals with friend and family,2 months ago, 4 stars ,Kotobuki
"tasty food, gd service (” treat others the way you wanted to be treated” )",2 months ago, 5 stars ,Kotobuki
"Food is horrilely done .
Service is sucks
Bad experience never Never dine in this eatery …",2 months ago, 1 star ,Kotobuki
"Bara chirashi was so-so. Yakitori wasn't the best but if you need a quick fix, can go Kotobuki for yakitori. They served oden too. But the taste was quite different thou.",2 months ago, 2 stars ,Kotobuki
"Great tonkatsu that was fried to a crisp perfection. Perfect balance of fat and meat, and was crunchy with every bite. …",3 months ago, 5 stars ,Kotobuki
,3 months ago, 5 stars ,Kotobuki
"I usually like my food cooked well, hence #Sashimi is just not my kind of food. Plus i am very sensitive to fishy smell, the slightest smell will just explode in my nose when the fish is not fresh. But... I'm about to change that. …",4 months ago, 5 stars ,Kotobuki
Very tasty and value for money!  Will be back again.,5 months ago, 5 stars ,Kotobuki
Authentic Japanese cuisine worth its money.,5 months ago, 5 stars ,Kotobuki
"(Translated by Google) The food is average and the sanitation is poor

(Original)
食物普通， 环境卫生很差",6 months ago, 1 star ,Kotobuki
"Dear Sir, may I know when you came and what food you order as we realised you had been making similar attacks at our restaurant",6 months ago, 4 stars ,Kotobuki
,6 months ago, 1 star ,Kotobuki
"Food so so. Considering the location and old rundown condition of the place , price is high. They run out of char siew but didn't mentioned until serving the ramen, simply replaced with chicken with an take it or leave it attitude. No more repeat visit...",6 months ago, 3 stars ,Kotobuki
,6 months ago, 4 stars ,Kotobuki
,6 months ago, 2 stars ,Kotobuki
"Foods were nice. But overall standard has dropped. Step in restaurant before 8pm which is less crowded. Ordered simple Kaisen don, Maki, Tempura which do not need long time to prepare. Waited more than 30mins for the first don served. Maki …",7 months ago, 1 star ,Kotobuki
"Bad experiences, Was seated around 6plus and ordered the foods. We waited almost 1 hour and when I asked the staff to check, she said ok checked but she didn’t come back to me. i have to walk to her and  told her that I wished to change to …",7 months ago, 5 stars ,Kotobuki
"Hidden gem Japanese Restaurant in Taman Jurong, nice ambient & delicious food.
Like their interior design,  feel like at Japan.",7 months ago, 5 stars ,Kotobuki
"Revisited after a l.o..n...g break, glad to find both quality & service remain par to early days, stiffer price tags understandable espy., being niche Izakaya 🏮 over ulu-part of western region. …",7 months ago, 4 stars ,Kotobuki
Good food with options on private room dining,7 months ago, 4 stars ,Kotobuki
"1st time today. Very nice waitress, and good food. Slightly overpriced. Will visit again.",7 months ago, 5 stars ,Kotobuki
"Shashimi is fresh. Reasonably priced. Surprise to find such good quality Japanese food at this place. Cosy, quiet place n good food. No need to travel to Orchard Road if you crave for Japanese food. Will return.",7 months ago, 3 stars ,Kotobuki
,7 months ago, 1 star ,Kotobuki
"This Japanese restaurant used to serve very nice food, however, the standard had drop alot... Not worth a visit now",8 months ago, 5 stars ,Kotobuki
Nice food & excellent service.,8 months ago, 5 stars ,Kotobuki
,8 months ago, 5 stars ,Kotobuki
Quait good pricing for lunch set,8 months ago, 4 stars ,Kotobuki
The food is nice,8 months ago, 5 stars ,Kotobuki
,8 months ago, 1 star ,Kotobuki
Ordered the Pork with Yakiniku sauce rice for $15. It’s like 90% onions 9% rice....1% pork slices,8 months ago, 4 stars ,Kotobuki
Good lunch specials everyday.,8 months ago, 5 stars ,Kotobuki
"Great, authentic Japanese food served in a homely environment.",8 months ago, 1 star ,Kotobuki
"My order delayed for one hour, no acceptable.

If short of manpower, simplify the menue",9 months ago, 4 stars ,Kotobuki
,9 months ago, 5 stars ,Kotobuki
ongoing Japanese food fair till CNY 2021..,9 months ago, 5 stars ,Kotobuki
"Japanese fair today Sun 31/1/2012 till CNY 2021 @ Kotobuki Jurong, 3 Yuan Ching Road (Superbowl Jurong).",9 months ago, 4 stars ,Kotobuki
,9 months ago, 5 stars ,Kotobuki
Beautiful ambience with great food as well!,10 months ago, 5 stars ,Kotobuki
,10 months ago, 2 stars ,Kotobuki
"Having bad dining experience with this restaurant, the soup is super duper salty like drinking msg and the drinks was too sweet. This is my first time to leave my review on google, to me food Costly and tasteless! Will not go back again☹️. If really want to say, the service provided still okay.",10 months ago, 4 stars ,Kotobuki
"Food is good, service is reasonable. Good place to enjoy Japanese food without burning a hole in your pocket.",10 months ago, 4 stars ,Kotobuki
,10 months ago, 4 stars ,Kotobuki
,10 months ago, 5 stars ,Kotobuki
,10 months ago, 4 stars ,Kotobuki
,10 months ago, 4 stars ,Kotobuki
,11 months ago, 4 stars ,Kotobuki
Weekdays lunch promotions are a steal. Food quality is comparative to most other well established Japanese restaurants.  Prices are competitive and comparable. Its not a super big restaurant. So go there early or make reservations.  You will be surprised by the lunch crowd.,11 months ago, 4 stars ,Kotobuki
,11 months ago, 4 stars ,Kotobuki
Cosy,a year ago, 5 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
It tastes good!,a year ago, 5 stars ,Kotobuki
Happy with rice bowl.. thick and generous Sashimi... 👍,a year ago, 3 stars ,Kotobuki
"The only nice dish is the UNAGI Roll. Their fish is cooked perfectly, moist and seasoned lightly. The tonkatsu was dry and thin with a thick coating. The other sides dishes were average. However the price is on the high side even through there are at a secluded area.",a year ago, 4 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
"Really nice interior! Went there pass the happy hour, the food can get quite pricey although the portion was definitely worth the price. The salmon mega don was really big and the salmon slices were quite thick. Would recommend to try that!",a year ago, 5 stars ,Kotobuki
Delicious reasonably priced fresh Japanese food in the heartlands. It would be advisable to reserve a place as it is well patronised. 10% discount during Happy hour (5.30 pm to 7pm).,a year ago, 3 stars ,Kotobuki
Charges on a high side. Food is average.,a year ago, 5 stars ,Kotobuki
We always back ..time n times again n again,a year ago, 5 stars ,Kotobuki
Good food!,a year ago, 5 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
"(Translated by Google) VERY GUD FOOD

(Original)
VERY GUD FOOD",a year ago, 5 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
Food still nice....,a year ago, 4 stars ,Kotobuki
,a year ago, 3 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
,a year ago, 3 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
Very nice traditional japanese food and traditional setting out,a year ago, 5 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
,a year ago, 4 stars ,Kotobuki
,a year ago, 5 stars ,Kotobuki
Was looking for something clean for lunch and decided to drop by this vegetarian shop that’s popular amongst the neighbourhood. …,5 days ago, 4 stars ,VegetarianVillas
,6 days ago, 5 stars ,VegetarianVillas
,a week ago, 5 stars ,VegetarianVillas
This vegetarian restaurant providing good service. Preparing meal is fast and well organised for seat.,a week ago, 4 stars ,VegetarianVillas
"Had a couple of experiences with staffs just putting customers who don't know each other in the same table, that is fine with me if they asked beforehand but they didnt. This was before Co-vid. …",2 weeks ago, 1 star ,VegetarianVillas
,2 weeks ago, 4 stars ,VegetarianVillas
Very disappointed by the price difference between restaurant and Grab self pickup… the same dishes is at 5.8$ in shop but 14.10$ on Grab! Tastes and quality is there but such price difference is not acceptable,2 weeks ago, 1 star ,VegetarianVillas
"Hi there, thank you for your review. Happy that you like our food. We would like to clarify that the $5.80 dish in store comes with rice, while the one you have ordered via Grab is an a la carte dish (i.e. without rice, more of the item), hence the difference in price. Hope this clarifies, and we look forward to seeing you at the restaurant 😊",3 weeks ago, 5 stars ,VegetarianVillas
