,Review,Date,Stars,Restaurant
34,Great place,3 months ago, 5 stars ,Odette
35,"Indeed a night to remember! Everything was right the moment we stepped in. Service was impeccable. Food was splendid - from the presentation, to the introduction and taste. The wine recommendation was superb too - goes really well with the …",3 months ago, 5 stars ,Odette
36,"Simply superb. The best gastronomic adventure ever. No wonder its been one of the best restaurants in Asia. The staff is super courteous and attentive, always explaining in detail about the course and the ingredients.",3 months ago, 5 stars ,Odette
37,,3 months ago, 5 stars ,Odette
38,It was like having 4 hour journey where the staffs will bring you to a new world of cuisine. Really enjoyed every single dish and every little small details they put in. 👍 …,3 months ago, 5 stars ,Odette
39,,3 months ago, 5 stars ,Odette
40,"Especially enjoyed the turbotin, white asparagus, and truffade. The sauces were outstanding. The quality of fish, meats and cooking were excellent, including the duck and veal. While the packaging was lovely, would be better if all the …",3 months ago, 5 stars ,Odette
41,Wooooooo yums,3 months ago, 5 stars ,Odette
42,"A perfect experience. Even if you want to be critical, you will find it extremely difficult to pin point any flaws! Definitely deserves its position as the one of the top restaurants in Asia.",4 months ago, 5 stars ,Odette
43,,4 months ago, 5 stars ,Odette
44,"Not just a meal, but an experience. Every visit memorable for the food and service. Dishes come and go, but staples are worth returning for.",4 months ago, 5 stars ,Odette
45,May 2021: Just had dinner at Odette on 15/5. It was fantastic again! It's a must try restaurant in Sgp! …,5 months ago, 5 stars ,Odette
46,"Overall experience -

Reservation experience was disappointing, my husband had to follow up with them …",5 months ago, 3 stars ,Odette
47,"Had a delightful lunch at Odette. Not your typical French fine dining, the taste was somehow more adapted to the local scene. …",5 months ago, 4 stars ,Odette
48,"(Translated by Google) Severely lower than my expectations, definitely not up to the meter three level. …",5 months ago, 3 stars ,Odette
49,"Lovely food, worth another visit!",5 months ago, 5 stars ,Odette
50,Can’t even credit three stars for the numbers of meaningless Michelin stars they have.. …,5 months ago, 1 star ,Odette
51,"Awesome experience, the food is genuinely incredible and creative, the wine pairing surprising and the staff so lovely, kind. Perfect from beginning to the end! Thanks to all especially chef Julien and Dan!",5 months ago, 5 stars ,Odette
52,Loved the egg and chorizo dish as well as their canelés.,5 months ago, 5 stars ,Odette
53,Nov 2020: Excellent meal well-deserving of its 3rd Michelin star accolade. Will return. …,5 months ago, 5 stars ,Odette
54,"Amazing experience for this 3 star Michelin French restaurant.
I like to travel with food and taste, Odette was a great and unforgettable gustative journey. It is a pleasure for all senses. Wines were great to accompany the …",5 months ago, 5 stars ,Odette
55,"Fantastic service and food creation. Had the full meal and added the seasonal asparagus. Overall, it is a very filling meal. The signature dishes are excellent and in particular, I call out the mushroom soup. …",5 months ago, 5 stars ,Odette
56,,5 months ago, 5 stars ,Odette
57,,5 months ago, 5 stars ,Odette
58,Nice place with good food and service.,5 months ago, 4 stars ,Odette
59,,5 months ago, 5 stars ,Odette
60,Fantastic food and hospitality experience. The team were warm and welcoming from the minute we stepped through the door. I had the vegetarian menu which was an amazing selection of seasonal dishes.,6 months ago, 5 stars ,Odette
61,Sweet French chef with impeccably clean taste and an eye for great produce,6 months ago, 5 stars ,Odette
62,Two words: Absolutely spectacular ✨,6 months ago, 5 stars ,Odette
63,"Terrific dining experience in a gorgeous space.

The food was creative, beautiful and delicious. They checked all the boxes for …",6 months ago, 5 stars ,Odette
64,,6 months ago, 5 stars ,Odette
65,,6 months ago, 5 stars ,Odette
66,"4.5 stars!

The experience was excellent, the food was marvellous albeit a little exquisite …",6 months ago, 5 stars ,Odette
67,,6 months ago, 5 stars ,Odette
68,"Michelin give 3 star. I give 5. Everything was perfect except for the temperature, a bit hot ya the restaurant. The pigeon was exceptional.",6 months ago, 5 stars ,Odette
69,"The best dinner I've had in Singapore, period.

The food is not just delicious but some offers pleasant surprises that really …",6 months ago, 5 stars ,Odette
70,"Excellent visual, experience and taste. Warm and friendly service, with a more casual atmosphere during lunch. Knowledgeable sommelier who gave detailed introduction and explanation on the wines selected for pairing. Was spoilt for choice with the great selection of cheese.",6 months ago, 5 stars ,Odette
71,"The food was amazing, but I felt everything was smoked and a lot of the wine was smokey... For the price i'd have loved more variety in both the dishes and the wines. Everything had a similar feel.
Service was fantastic and we had an incredible time.",6 months ago, 4 stars ,Odette
72,"Fantastic food with service. They made you feel welcoming, as you dine it’s as if you are having dinner at their own home. The attention to details and service. The open kitchen it’s like a theatre watching the team cooking and plating the food. Highly recommend trying it for sure.",6 months ago, 5 stars ,Odette
73,,6 months ago, 5 stars ,Odette
74,Just great - impeccable service and food. Well worth it for a special occasion.,6 months ago, 5 stars ,Odette
75,,6 months ago, 5 stars ,Odette
76,Extremely delicious. Thoroughly enjoyed the awesome lunch set.,6 months ago, 5 stars ,Odette
77,Exquisite.,6 months ago, 5 stars ,Odette
78,Have a special news to share with your lunch companions? THIS IS NOT THE RESTAURANT TO DO IT AT!!! …,6 months ago, 2 stars ,Odette
79,,6 months ago, 4 stars ,Odette
80,,6 months ago, 5 stars ,Odette
81,"With over $600 a person, one expect a good food and wine. What we had? For nearly $300 for HALF a bottle, we got a watery cheap wine that cost no more than $10 in a shop. Environment is crampy. Only one main course a night, we had pigeon …",7 months ago, 1 star ,Odette
82,"Great service, lovely food, awesome experience. Chef Julian came to our table to serve the main course, which was a huge surprise. …",7 months ago, 5 stars ,Odette
83,"While I loved the seafood dish, their version of ""soft boiled eggs"" was one of a kind, just as Odette is. We usually prefer Asian food but Odette should make French cuisine palatable to all. My wife loved it for her birthday so I've got good brownie points for that!",7 months ago, 5 stars ,Odette
84,Highly recommended.,7 months ago, 5 stars ,Odette
85,"Always an amazing meal!  The food, the wine, and the service is perfect every time!",7 months ago, 5 stars ,Odette
86,Top of the line fine dining experience. I recommend.,7 months ago, 5 stars ,Odette
87,,7 months ago, 5 stars ,Odette
88,"Great quality of the ingredients used, each dishes served with combined flavour and cooking techniques, inspiring presentation with the hints on the personality of the chef! …",7 months ago, 5 stars ,Odette
89,"Spoiler alert with images! - would recommend you try and enjoy it yourself with the very clear recommendations for everyone here, it's fantastic and you should try to get a booking (usually needs weeks in advance) …",7 months ago, 5 stars ,Odette
90,"❤️

Not only the food, the service, the environment..., the whole experience is remarkable. Had a great time here full of surprises and laughters.",7 months ago, 5 stars ,Odette
91,,7 months ago, 5 stars ,Odette
92,"(Translated by Google) The food, environment, and service are all good 👍🏻

(Original)
食物，环境，服务都不错👍🏻",7 months ago, 4 stars ,Odette
93,Amazing food + warm hospitality. Wine pairing is highly recommended. Went there for dinner and was very fortunate to have a table in front of the kitchen where we could watch all the action. Even more fortunate to be served by Chef Julien with photo ops with him and the team.,7 months ago, 5 stars ,Odette
94,Perfection.,7 months ago, 5 stars ,Odette
95,Great ambience to dine in. Food and service is definitely Michelin standard worthy. Love this place very much.,7 months ago, 4 stars ,Odette
96,Best meal experience I ever had.,8 months ago, 5 stars ,Odette
97,Exquisite French dining with herbs and a combination of refreshing flavours - not the heavy and rich Western cooking style one is used to. Symphonies of beetroot done in various styles and seaweed from French coasts with cod to name a few interesting dishes.,8 months ago, 5 stars ,Odette
98,,8 months ago, 5 stars ,Odette
99,,8 months ago, 5 stars ,Odette
100,,8 months ago, 5 stars ,Odette
101,"Great ambience and service from the team! Food was extremely tasty and fresh, especially the Scottish blue lobster! Favourite dish will be Rosemary Smoked Organic Egg, fusion and great experience! Head waiter Dan was super knowledgeable and …",8 months ago, 5 stars ,Odette
102,,8 months ago, 5 stars ,Odette
103,,8 months ago, 5 stars ,Odette
104,,8 months ago, 5 stars ,Odette
105,"Finally got to try odette, was here celebrating my bday
The RM Jacques was very attentive and friendly
Awesome ambiance and food Chef Julien😍",8 months ago, 5 stars ,Odette
106,Such a delight have lunch here in the main hall. They were very accommodating to allow us to take a look inside the kitchen and the meet the chef and owner Julien. Service was pleasant as expected. One of our waiters John (sp?) also helped us to take fantastic pictures.,8 months ago, 5 stars ,Odette
107,There is only one word to describe my classic lunch set experience at Odette. It was perfect. The presentation was artful and each dish was an experience of its own. Unfortunately I forgot to take a photo of the menu and I can't recall the names of the courses. I will let the photos speak for themselves :),8 months ago, 5 stars ,Odette
108,,8 months ago, 5 stars ,Odette
109,,9 months ago, 5 stars ,Odette
110,"Most brilliant meal.
Great service staff!",9 months ago, 5 stars ,Odette
111,Really one of the best food related experiences you'll ever have. Extremely friendly staff.,9 months ago, 5 stars ,Odette
112,"Probably the only restaurant in Singapore that is worthy of a 3 Michelin Star rating.
From the Hors d'oeuvres to dessert, everything was done perfect. The Heirloom …",9 months ago, 4 stars ,Odette
113,WOW what a lovely meal - the food weren’t just tasty but it was also a feast for the eyes. Every dish was well thought through and executed. And particularly gorgeous I have to say! Service was fantastic. One of my friends left his duck …,9 months ago, 5 stars ,Odette
114,,9 months ago, 4 stars ,Odette
115,,9 months ago, 5 stars ,Odette
116,"The service is great. Chef Julien and his staff are friendly and attentive. We picked the indulgence menu as this is my third time here. The taste of the food are flavourful and if you like smoky sensation, they did it perfectly. The desserts are very refreshing to cleanse the palate after the main. Keep going Odette!",9 months ago, 5 stars ,Odette
117,Amazing place which lived up to its name. Loved the food and service. Food portions were just nice and not too filling. Food combinations were refreshing and palatable as well. Only thing to be improved would probably be their bread platter at the beginning of the meal which doesn’t taste artisanal.,9 months ago, 5 stars ,Odette
118,"The best restaurant I have been to in Singapore and probably some of the best food. Every dish was fantastic. Literally not one single thing I didn't like, not one little ingredient. If I could give 6 stars I would. It is worth the money …",9 months ago, 5 stars ,Odette
119,"Amazing food, wine pairing and service. Will be coming back again.",9 months ago, 5 stars ,Odette
120,"Terroir to Table, Heart to Plate.

Been a while since our last visit to Odetter but despite it being the finest …",9 months ago, 5 stars ,Odette
121,,9 months ago, 5 stars ,Odette
122,Ranked #1 restaurant in Asia. Now I can say that title is well deserved. One of the best meals I've had EVAR,9 months ago, 5 stars ,Odette
123,"It's such a fantastic experience from start to finish! To start you have uni then scallop, both very refreshing yet full of umami. Then you have beets from France, presented in different textures, a very interesting dish indeed. Then you …",10 months ago, 5 stars ,Odette
124,"Using 11 Madison Park as my benchmark (3* at the same price range) I would say the food comes very close, the service and ambience well below.  The food is fantastic here, no question.  The service should be flawless but was not.  The …",10 months ago, 5 stars ,Odette
125,"High standars when you have 3 Michelin Stars and being the Best Restaurant in Asia. Awesome meal, service, staff and experience.",10 months ago, 5 stars ,Odette
126,Lives up to its fame,10 months ago, 5 stars ,Odette
127,"Hair found in food and poor response from restaurant.
Had been looking forward to this experience for a long time, it had been on our list of places to try and many friends had recommended it on top of the acclaim …",10 months ago, 2 stars ,Odette
128,"The only thing I can say is thank you granny Odette and thank you chef Julien for transforming simplicity into exquisite. Everything was perfect. Personally, I was shocked by the beetroot dish. I would love to go back just for have it one more time.",10 months ago, 5 stars ,Odette
129,It was absolutely incredible. 100% recommended. Rudy and his team treated us like kings and we really had a great time. I brought my gf for her birthday and it was a 3 Michelin starred level restaurant. The wine pausing was excellent and surprising and the food was outstanding. Congrats guys!,10 months ago, 4 stars ,Odette
130,"Amazing experience. Key highlights of the terre & Mer lunch were: beetroot, rosemary smoked egg and the duck. Best fine dining experience ever so far.",10 months ago, 5 stars ,Odette
131,My birthday treat,10 months ago, 5 stars ,Odette
132,"One of the best fine dining experiences, love their wine selection. But... the food service was a little bit rushed that night.",10 months ago, 5 stars ,Odette
133,"5th time there. Gets better and better. Very attentive staff.

Food: Amazing.",10 months ago, 5 stars ,Odette
134,"Had a memorable anniversary meal in Odette which is awarded 3-star Michelin. The food was great and service very polite. The environment with white decorations as the theme , the Odette offers a high standard of comfort and sweetness .
My favorite dishes were Pithviers ‘Grand Cusine’ with there types of liver,yummy yummy",10 months ago, 5 stars ,Odette
135,"The lunch service was superb, the bread basket was wonderful, and there was lots of thought which went into creating surprising moments. They let us stay a long time (we did tip generously to acknowledge this). We started with champagne and …",10 months ago, 4 stars ,Odette
136,"Love the food, but definitely back for the theaterics. Two hours flew by really quickly as we sat, drank and anticipate the next wonderful dish while being amazed by how much can be done to the ingredients. Really great experience, served by delightful people.",10 months ago, 5 stars ,Odette
137,Back again. Fav restaurant in Singapore!,10 months ago, 5 stars ,Odette
138,It’s worth it! The fantastic experience was simply perfect at all stages. Every dish was a magical work of art and an experience of flavours. The staffs works hard to ensure you are educated on each dish and the ingredients you eat. The …,10 months ago, 5 stars ,Odette
139,"Hands down, the absolute best experience and most consistent quality of produce I have ever had the privilege of enjoying. Perhaps the ultimate dining experience. Dan and Ruby were consummate professionals at the tables. Congratulations!",10 months ago, 5 stars ,Odette
140,,10 months ago, 5 stars ,Odette
141,Exspensive yet worth every dollar,11 months ago, 5 stars ,Odette
142,Outstanding! Many thanks to Jacques. A delight to meet Chef Julien. Fantastic food and service. Magic.,11 months ago, 5 stars ,Odette
143,"Best meal I’ve had for a while, from service, ambience, food to the whole experience - impeccable",11 months ago, 5 stars ,Odette
144,Amazing food. Completely mindblown by the quality and finesse of every single dish!! So many little surprises in the form of extra treats with EXCELLENT service. A night well spent and possibly one of the best meals I've had.,11 months ago, 5 stars ,Odette
145,Definitely one of the top culinary experiences in the world. Must try. We had the degustation and every single dish was excellent.,11 months ago, 5 stars ,Odette
146,,11 months ago, 4 stars ,Odette
147,"Went with collegues, certainly was good, but found it was expensive. but definitely worth to try",11 months ago, 4 stars ,Odette
148,Excellent food and superb service. Definitely recommended for special occasions.,11 months ago, 5 stars ,Odette
149,"Walking through Odette’s wooden door entrance is like going through a portal to a curated world of perfection. Service is impeccable with warm smiles throughout, and the food is refined with a strong sense of playfulness. I personally loved …",11 months ago, 5 stars ,Odette
150,I’d say that it’s the best fine dining experience I ever had. Each dish was filled with distinctive unique flavors that was carefully curated and presentation was super fancy. Very worth the price paid. Took the wine pairing option and did …,11 months ago, 5 stars ,Odette
151,(Translated by Google) Asia's top fine dining restaurant by renowned French chef Julien Royer awarded 3 Michelin stars …,11 months ago, 4 stars ,Odette
152,"It is located in the National Gallery. Although it is indoors only, the location was perfect for me. You can have a nice visit in the Gallery before or after your dining. Interior decoration is beautiful and elegant. All the dishes are …",11 months ago, 5 stars ,Odette
153,"Superb food - plating, taste. Excellent service as well! Always a great joy dining at Odette! Thank you!",11 months ago, 4 stars ,Odette
154,,11 months ago, 5 stars ,Odette
155,"The best Michelin meal I've had in Singapore. The flavours are amazing, and great drinks and wine selection. Could definitely be a repeat visit in the future.",11 months ago, 5 stars ,Odette
156,Stunning food presentation with great service and atmosphere!,11 months ago, 5 stars ,Odette
157,Great dining experience!,11 months ago, 5 stars ,Odette
158,"amazing food, only topped by the service. special thanks to Marta, Lily and Zachary. Wife wasn't feeling the desserts.",a year ago, 5 stars ,Odette
159,One of the best dining experiences we've ever had. Odette exudes warmth and fun and feels surprisingly down to earth. The staff were attentive and good natured. …,a year ago, 5 stars ,Odette
160,"Amazing, no need to say much more.",a year ago, 5 stars ,Odette
161,"Super attentive and they go out of their way to ensure you are able to enjoy their chef’s menu despite dietary restrictions. Always making sure you’re comfortable as well and amazing service team :) From start to finish, we enjoyed the food …",a year ago, 5 stars ,Odette
162,Had a wonderful lunch experience. Odette's much raved signature dish - rosemary smoked organic eggs were served during lunch as well. …,a year ago, 5 stars ,Odette
163,"Excellent dinner, well paced, well portioned. Staff were knowledgeable too! Definitely a good experience. Delicious.",a year ago, 5 stars ,Odette
164,,a year ago, 5 stars ,Odette
165,,a year ago, 5 stars ,Odette
166,,a year ago, 5 stars ,Odette
167,Odette is perfect for special occasion celebratory meal. Place is beautiful and service is good. Food is amazing and each course is always a surprise.,a year ago, 5 stars ,Odette
168,"This place look clean, food look nice.",a year ago, 4 stars ,Odette
169,Will come back again！,a year ago, 5 stars ,Odette
170,Food is fantastic. Second to none. Service staff is excellent,a year ago, 5 stars ,Odette
171,A very special place. The dining experience at Odette is amazing. The staff are very knowledgeable and friendly without being overbearing.,a year ago, 5 stars ,Odette
172,"Well thought out dishes, great experience!",a year ago, 5 stars ,Odette
173,"How to describe the experience here ? Simply, you will get what you expect from such restaurant and then a little more. You won't wonder what the hype is all about once you have eaten here. Everything from service and staff, to neatly …",a year ago, 5 stars ,Odette
174,,a year ago, 5 stars ,Odette
175,,a year ago, 5 stars ,Odette
176,"Personally, this was the best dining experience I had in Singapore! Very nice ambience and superb service. My favourite dish was the foie gras in soup, a combi that I thought wldnt work. The only thing that I wasn't too happy with was our …",a year ago, 5 stars ,Odette
177,Well balanced meal and experience. Very friendly staff. Wait service outstanding. Organic eggs...,a year ago, 5 stars ,Odette
178,"Service was definitely TOP NOTCH. From the moment we entered to the moment we left, we felt very well taken care of. Each course came one after another very smoothly, drinks were topped up very promptly. …",a year ago, 5 stars ,Odette
179,,a year ago, 5 stars ,Odette
180,Best food and service!,a year ago, 5 stars ,Odette
181,Wonderful! The food taste good and the environment was nice.,a year ago, 5 stars ,Odette
182,"What an experience! Everything was spot on. Service was just right, not to uptight. Quite relax and casual but very on the game. Food is great, you can see that the chef is the master of his craft. But I believe that he has a good team of chefs behind him. They deserve all the accolades that they do.",a year ago, 5 stars ,Odette
183,Came here for lunch on a friday afternoon. Had to book 2 months ahead to celebrate my wedding anniversary. …,a year ago, 5 stars ,Odette
184,"Great food. Great service.

But upon reservation, they sent a total of 5 reminders about the reservation and …",a year ago, 5 stars ,Odette
185,Good food. nice!,a year ago, 4 stars ,Odette
186,One of the few Michelin star restaurants where I feel I didn't get scammed and will gladly come back again.,a year ago, 5 stars ,Odette
187,,a year ago, 4 stars ,Odette
188,"Went for lunch and they hv 2 diff price tier now. Chose the more expensive since we most likely will never come back again
And ordered a wine pairing to share! Strongly recommend wine pairing, it adds so …",a year ago, 4 stars ,Odette
189,,a year ago, 4 stars ,Odette
190,Simply exquisite - Lee and Orli thank you for your exceptional service!,a year ago, 5 stars ,Odette
191,"If you're going all out for a special occasion, this is the place to go. Top notch service. Super attentive and over deliver in every way possible. The food was great. We enjoyed every single course. If I had to pick a favorite ... Maybe …",a year ago, 5 stars ,Odette
192,,a year ago, 5 stars ,Odette
193,"Have been planned for 2 years, and finally I made it. The experience at this famous MICHELIN 3-star and best Asian restaurant was fabulous! The atmosphere was cosy and food presentation was stunning! Especially the famous rosemary smoked …",a year ago, 4 stars ,Odette
194,,a year ago, 5 stars ,Odette
195,I went during lunch just before circuit breaker and we took the 6 acts at $358++ per pax. The service and food were great. …,a year ago, 5 stars ,Odette
196,"Odette foods are good, delicious. Nice environment decoration, very clean and functioning. Helpful staffing and everything is working.",a year ago, 5 stars ,Odette
197,,a year ago, 5 stars ,Odette
198,,a year ago, 4 stars ,Odette
199,,a year ago, 5 stars ,Odette
200,,a year ago, 5 stars ,Odette
201,,a year ago, 5 stars ,Odette
202,Really loved this place! We dined in back in Feb and then had a food delivery last month - both were amazing experiences. Will be going again for other special occasions.,a year ago, 5 stars ,Odette
203,,a year ago, 5 stars ,Odette
204,,a year ago, 5 stars ,Odette
205,"Jacques and the team were amazing. The food , the service and the whole experience was a hit. We did have fun and enjoyed the beautiful dinner cooked by Chef Julien. The food is very sophisticated but you can actually enjoy and interact with the friendly but super professional staff. Well done guys ! keep it going .",a year ago, 5 stars ,Odette
206,Great presentation and decadent food.,a year ago, 5 stars ,Odette
207,,a year ago, 5 stars ,Odette
208,"Very causal fine dinning, staffs are very attentive and friendly. Food are amazing. We went for lunch and ordered the $359++ course.",a year ago, 5 stars ,Odette
209,"The Damage (no drinks): S$600-900 for two

Innovative French leaning cuisine with hints of local, as well as Asian, …",a year ago, 5 stars ,Odette
210,,a year ago, 5 stars ,Odette
211,"Memorable food, the best mod French in Singapore. Can’t really compare to the slightly more classical Les Amis but they’re both stalwarts of the French cuisine scene here. …",a year ago, 5 stars ,Odette
212,,a year ago, 5 stars ,Odette
213,,a year ago, 5 stars ,Odette
214,,a year ago, 5 stars ,Odette
215,highly recommend this restaurant because the food there is really delicious and you cannot resist the aroma of every dishes they are serving,a year ago, 5 stars ,Odette
216,,a year ago, 5 stars ,Odette
217,It is very delicious,a year ago, 4 stars ,Odette
218,"Odette is a very fantastic place to dine in, food is amazing and the staff here are happy and courteous. Recommended!",a year ago, 5 stars ,Odette
219,,a year ago, 5 stars ,Odette
220,My best meal ever,a year ago, 5 stars ,Odette
221,,a year ago, 5 stars ,Odette
222,,a year ago, 5 stars ,Odette
223,"We went in March before the lock down and high expectations of the best restaurant in Asia. Overall the ambience was excellent, the staff were attentive and knowledgeable,  but the food experience was not up to what we hoped to experience. …",a year ago, 4 stars ,Odette
224,Nice lunch but missed the wow effect expected for such kind of restaurant. Price tag (6-course Terre & Mer set with wine pairing) was too high for the selection of products. Yuzu tart lacked harmony with tastes not creating a nice melody altogether.  Service was good but became less attentive as time passed by.,a year ago, 4 stars ,Odette
225,Nice food delicious tasty nice view inside neat and clean prices reasonable,a year ago, 5 stars ,Odette
226,"What a amazing food journey, Chef Julien and his team given me a wonderful birthday meal. …",a year ago, 5 stars ,Odette
227,Always wanted to pay Odette a visit. Managed to get a table through their booking system two weeks in advance. …,a year ago, 5 stars ,Odette
228,,a year ago, 5 stars ,Odette
229,"A lunch to remember. Very classy and romantic spot, loved the food and the chefs passion shines through. It was a celebration of modern cuisine.",a year ago, 5 stars ,Odette
230,"It was delicious.  Fresh and tasty dishes.  Pleasant atmosphere.  The polite staff.  Tasty omelet and coffee.  Always big lines.  Keep that in mind.  Come in advance.  A table to wait from 30 minutes for 2 people.  But the kitchen, service are worth the wait.",a year ago, 5 stars ,Odette
231,,a year ago, 4 stars ,Odette
232,High end restaurant. Fantastic food and services. You may want to skip dessert as i think is not that nice..  Great for anniversary and close friends gatherings. Need at least a month to reserve a table.,a year ago, 5 stars ,Odette
233,"Awesome experienced, we love the aromas on the food. We will be back for sure. We had a perfect day.",a year ago, 5 stars ,Odette
234,Exceptional dining experience. Highly recommend,a year ago, 5 stars ,Odette
235,Good finw dining restaurant,a year ago, 3 stars ,Odette
236,"2nd time here. Food is good but does not have the waow factor expected from 3 Michelin Star. Serving size is very generous. Service is top notch. Yes, May return for special occasion only.",a year ago, 4 stars ,Odette
237,"Disappointing. Some standout dishes, but at a 3 Michelin and for the price tag I expected everything to be superb. Very attentive staff and a beautiful location but the food was not worth the hype.",a year ago, 2 stars ,Odette
238,I never expected a 6-course lunch to be so filling. Most of them are definitely the perfect combination of amazing looks and taste. Except the dessert. All 3 courses of desserts are sorbet-based. They are delicious but a bit boring. Hope you come up with something else.,a year ago, 4 stars ,Odette
239,,a year ago, 5 stars ,Odette
240,"A culinary musical for the taste buds and senses. Truly impeccable dining experience, very attentive table service by Head Waiter Geoffrey.",a year ago, 5 stars ,Odette
241,,a year ago, 5 stars ,Odette
242,"(Translated by Google) It was good from the appetizer to the dessert, with good balance (* ^^ *)
Come when you went to Singapore! …",a year ago, 5 stars ,Odette
243,Very creative,a year ago, 5 stars ,Odette
244,"Amazing experience the staff are wonderful a must in the world gastronomy, located in the wonderful national galletry Singapore",a year ago, 5 stars ,Odette
245,,a year ago, 5 stars ,Odette
246,,a year ago, 5 stars ,Odette
247,"Wonderful, service staff is excellent, as well as the food quality. Every menu item was delicious. My wife and I opted to go for both the vegetarian and non-vegetarian menus and got to try everything. Cheese carts was ok. Also had a very nice selection of some rare whiskeys. Highly recommended, deserving of their high ratings.",a year ago, 5 stars ,Odette
248,Flawless food and service. Well done.,a year ago, 5 stars ,Odette
249,Wonderful experience,a year ago, 5 stars ,Odette
250,,a year ago, 5 stars ,Odette
251,Located in the National Gallery. We came here for lunch and booked the private room. …,a year ago, 5 stars ,Odette
252,,a year ago, 5 stars ,Odette
253,,a year ago, 5 stars ,Odette
254,"I love fussy, complicated food, and I enjoyed Odette --- beautiful setting, impeccable service and every dish is both fussy and outstanding.  And yet . . . something was missing.  A coherence maybe?  Surprisingly, I enjoyed Jaan more. …",a year ago, 4 stars ,Odette
255,"Very much a special occasion restaurant. 3 star deserving staff, quality and presentation. Very sophisticated cuisine as expected.",a year ago, 5 stars ,Odette
256,"(Translated by Google) The No. 1 Samsung restaurant in Singapore deserves to be served naturally, professionally, attentively, and meticulously. The meal seasoning and combination are very in place, spread evenly, without too many repeated …",a year ago, 5 stars ,Odette
257,Very nice experience.  Must try!,a year ago, 5 stars ,Odette
258,,a year ago, 5 stars ,Odette
259,,a year ago, 5 stars ,Odette
260,"Mind blowing from start to finish. The wine pairing elevated everything that little bit more, we shared one pairing and it was perfect as you got to taste everything but didn’t end up smashed. We got the six course lunch without the …",a year ago, 5 stars ,Odette
261,,a year ago, 4 stars ,Odette
262,"(Translated by Google) The food is very delicious
Dining environment & overall color is very comfortable, service attitude is good. …",a year ago, 5 stars ,Odette
263,"Oddette is probably in the top 5 best meals I've had in my life. I want to say top 3 (with Tickets and Akelarre as some other meals in that tier for me). I felt like the value of ambiance, service, and food was fairly matched by the cost of …",a year ago, 5 stars ,Odette
264,Really top class restaurant. 3 Michelin stars and well deserved. Big focus on the ingredients and letting their flavors shine.,a year ago, 5 stars ,Odette
265,"I don’t remember all the courses in the menu, but I remember walking away feeling Super Super full and satisfied! The all the courses were great, my favourite being the appetisers in the first photo (not in the menu, and especially the …",a year ago, 5 stars ,Odette
266,Top notch service and food by Chef Julien. Special thanks to Steven for taking care of us and made our evening memorable.,a year ago, 5 stars ,Odette
267,,a year ago, 5 stars ,Odette
268,Was here for our first wedding anniversary.  Everything was cosy and lovely.  Will. Come. Back.  Soon!,a year ago, 5 stars ,Odette
269,"Update:
Go there again right before it become 3 star, this time for dinner.
Two people spend 1000+, just two dinner sets and one wine set. …",a year ago, 3 stars ,Odette
270,,a year ago, 5 stars ,Odette
271,"We are not in anyway true blue ""foodies"" nor ""food critics"" in the purest sense and we enjoy all kinds of food be it in a fine dining establishment or sitting next to a hawker stall right by a busy noisy street. We are, pretty much, normal …",a year ago, 5 stars ,Odette
272,The food was so good that it left me talking about it with my buddies for the whole day! Flavors and textures in every dish was perfect! Each and every dish was indeed a delight! Not to mention the impeccable service provided by the service …,a year ago, 5 stars ,Odette
273,(Translated by Google) A timeless experience where the quality of service equals the exceptional inventiveness of Julien Royer who runs this restaurant with energy and passion. …,a year ago, 5 stars ,Odette
274,"Amazing experience, definitely try this at least once.",a year ago, 5 stars ,Odette
275,The BEST dining experience.  This amazing award winning restaurant is located at the Singapore National Gallery.  Chef Julien Royer is an amazing wonderful down to earth person.  Food was great. We had the Tasting Menu with pairing (my …,a year ago, 5 stars ,Odette
276,Decent food. The Kampot Pepper Crusted Pigeon was nicely done.  Plating generally could be improved.  Service was alright but strive to be more personal and attentive.,a year ago, 4 stars ,Odette
277,Disappointing - Odette did not live up to its Michelin 3 stars nor The Best Restaurant in Asia 2019 #1 titles. …,a year ago, 2 stars ,Odette
278,,a year ago, 5 stars ,Odette
279,,a year ago, 5 stars ,Odette
280,"Very delicious. Innovative French cuisine
The pigeon and abalone are outstanding.
100% three star Michelin",a year ago, 5 stars ,Odette
281,,a year ago, 5 stars ,Odette
282,"Wow
Amazing experience over 6 course lunch - surely was a ""fine"" dining
This is art , and I was full in the end as well and all the dishes tasted amazing. Highly recommend if you want to experience the true fine dining!",a year ago, 5 stars ,Odette
283,,a year ago, 5 stars ,Odette
284,,a year ago, 5 stars ,Odette
285,its ok,a year ago, 4 stars ,Odette
286,,a year ago, 5 stars ,Odette
287,A little disappointed with my dinner experience at Odette having just recently came back from an amazing foodie trip in Bilbao and San Sebastián.  Odette is way overpriced compared to the 3-star Michelin Azzumundi and Martin Berasategui. …,a year ago, 3 stars ,Odette
288,"Excellent lunch menu from Chef Julien, well executed by the kitchen team and served by the lovely front of house team as well, seamless service, course after course with perfect timing. Special thanks to Steven and Ling took very good care of us, will come back soon!",a year ago, 5 stars ,Odette
289,"(Translated by Google) The meal is novel and delicious.

(Original)
餐點新奇及美味可口",a year ago, 5 stars ,Odette
290,No wonder it's Asia #1,a year ago, 5 stars ,Odette
291,,a year ago, 5 stars ,Odette
292,,a year ago, 4 stars ,Odette
