,Reviews,Restaurant
24,['the roti nice'],TR
25,['thank you for the 5 star review'],TR
26,"['simply the best burgers and hot dogsausages', ' keep it up', ' ']",TR
27,['thank you for the love'],TR
28,"['we be ballin was livid one of the best burgers ive tasted in awhile', ' be back again']",TR
29,['dear garythank you for the love'],TR
30,['was a bit apprehensive before ordering due to the negative reviews but the meal was great and no complaints '],TR
31,"['hi mariethank you for the 5 star review very pleased you and your husband enjoyed yourmeal and thanks for the support', 'best wishesadam penney']",TR
32,"['3rd time ordered from tiga roti while i enjoyed the interesting sauces that they offer the burgers are way too salty', ' i ordered 3 different burgers and all of them are so salty that i couldnt taste the fragrance from the beef patties and ']",TR
33,"['dear tonythank you for the feedback was it the last order that was salty have the previous orders been oki have reiterated to the chefs to taste everything again everything is made in', ' house or to our specs', 'we are more pricey than some other burger shops but that is because we only use quality ingredients and everything made from scratch our beef is only 100 prime grass fed beef which hormone and antibiotic free our lamb is natural fed from new zealand and our chicken is local fresh', 'i really appreciate that you have been supporting us for the 3rd timeplease feel free to email me adampotatohead', 'cobest wishesadam penney']",TR
34,"['one of the best halal burgers ive had', ' the onion marmalade on the burger is to die for love it amazing juicy patty well toasted buns', ' what else could you ask for', ' ']",TR
35,['hi hafizthank you for the love glad you enjoyed your burger'],TR
36,"['ordered last night via foodpanda', ' burgers salad fries and milkshakes were great', ' bandung milkshake was slightly too sweet for my liking but still very good', ' nice packaging and overall food was excellent', ' will certainly order again']",TR
37,['hi yasminethank you so much for the kind words glad you enjoyed your meal'],TR
38,['so good love we be ballin and the ubi 40'],TR
39,['hi julianathank you for the loveso glad you enjoyed your meal'],TR
2,"['delicious from start to finish lobster bisque blue cheese wagyu burger fish  chips and brownie were all great', ' only downsides were the mains were quite small at that price point and beer selection was limited']",TMG
3,['excellent food and services'],TMG
4,['pork ribs slab were good beyond words'],TMG
5,"['had a lovely experience at this outlet attentive service from jk and yus', ' tasty food especially recommended the lobster roll']",TMG
6,"['have been back to this restaurant thrice now', ' food is on point though we havent tried the lobster dishes  our goto is the fish and chips generous portion of flaky fish yummy smashed potato', ' the ribeye is good too on par with steak ']",TMG
7,"['love the service food was awesome and fantastic atmosphere', 'celebrated my birthday here and the staff had made special celebratory arrangements', ' would love to come back here again']",TMG
8,"['awesome place to dine in', ' steak was just right and taste on par or even better than other famous restaurants', ' lobster soup was on point as well']",TMG
9,"['loved the chill casual vibes of the place  enjoyed the oysters and mussels', ' wanted to like the lobster roll but it was somehow underwhelming am hoping it was just one off the twister fries were over fried and left a bad greasy taste', ' would still return to try again though']",TMG
10,['tasty food and good service'],TMG
11,['the best servermanager is yus his service is amazing will definitely come back just because of him'],TMG
12,['excellent foods and good service will be back '],TMG
13,['stumbled upon the market grill when i was looking for a steak place near my office and im so glad i did  went back for the second time last night for dinner  perfect service from yus and jk who took very good care of us during dinner '],TMG
14,"['food and service is good', ' love the burgers']",TMG
15,"['the ambience of the place was pretty nice', ' there was enough space between tables and it was easy to have a conversation within my party', ' it was a pity that some of the menu items were unavailable', ' however there are also daily specials that ']",TMG
16,['kri ww1'],TMG
18,"['the first 1', '5 stars for the ambience it felt like i was transported to boston the moment i stepped into the restaurant', ' the next 1', '5 stars are for the service they tried their best to be attentive to our table but it was quite a busy ']",TMG
20,['the market grilllobster roll 48they were extremely generous with their lobster  but i wished for it to be '],TMG
21,['great foods and friendly service'],TMG
22,['a small cosy restaurant with great food'],TMG
23,"['wife had the lobster roll 66 was the market price for that day while i had the rangers valley wagyu tritip 200gm 47 medium rare doneness was on point', ' wait for food was around 30min on a weekend', ' reservations recommended as the place was pretty full by the time i was done 1900ish']",TMG
24,"['good steaks liked the seasoning', ' good service ']",TMG
27,"['visited this place for lunch', ' food is ok but service is excellent served by 2 gentlemen']",TMG
28,['fresh and delicious  lobster roll is a must try  staff were friendly very enjoyable and highly recommended'],TMG
30,"['we had the cheeseburger  and the blackmore wagyu', ' the food here is excellent and the service staffs were friendly too', ' ']",TMG
33,"[' lobster roll still one of my favourite lobster roll places and its still yummy like how i remembered it to be', ' huge chunks of lobster and i love the bun', ' the curly fries and salad on the side were good too', ' ']",TMG
34,"['great food half portion of ribs is huge', ' recommended to share if you dont have a big appetite']",TMG
36,['everything i ordered was not bad though the steak was a tad undercooked almost rare and the lobster was okay but not great'],TMG
37,['best hamburger and oysters in singapore'],TMG
39,"['decent bbq place chocolate cake was the bomb', 'the sourdough that complemented the mussels were amazing too']",TMG
41,['good food nice ambience'],TMG
42,['cheeseburger with sunny side up was '],TMG
43,"['very nice', ' didnt need reservation', ' good quality food']",TMG
45,"['always yummy food here', ' they also have a feedback platform that you can use to say how your experience was and in return you get a discount on your next visit']",TMG
46,"['it was over rated ', ' steak was requested for medium but came back very pink ', '  bloated pricing for the standard of food and service ', ' more of a very commercial environment with over rated prices']",TMG
47,"['really enjoyed the wagyu burger', ' the patty was excellent', ' the size of the burger was a little too big', ' the fries were also delicious and crispy']",TMG
48,['excellent tri tip steak at 220grams58 im so blown away by how good the steak isits tenderhave the charred bits that i preferthe mash is soft and a good accompaniment to the steak i also ordered the mussel bisque too which you '],TMG
49,"['amazing grills only a handful of restaurants in singapore are capable of doing such grills', ' this got to be one of the best', ' grill squid and pork are amazing', ' needless to say their beef are great']",TMG
51,"['came here for a friends birthday dinner', ' food here is absolutely divine', ' plus points for the variety of dips provided for the steak', ' chef was very friendly and offered to chargrill some steak for us ladies who prefer our meat more well done', ' overall incredible service and great food', ' highly recommend ']",TMG
52,['perfect place for a weekend dinner'],TMG
55,['love the burger and the boston lobster we will definitely be back shortly'],TMG
56,"['service was attentive and prompt', ' ordered the lobster roll and the toasted bun with lobster meat was delicious']",TMG
57,"['we had the burgers and lobster roll', ' for the price its fair', ' lobster was chunky and it filled the roll nicely roll was good soft and buttery', ' the burgers were decent', ' tad but small but well made', ' quality over quantity']",TMG
58,"['been going to market grill for years', ' service is friendly and food is consistently good', ' we usually go for the lobsters but they make great fish and chips too']",TMG
59,"['went here for a quick lunch on the weekend', ' tried signature burger while bf got blue cheese burger', ' i didnt like mine so much maybe burger is too heavy for lunch but i also found the fries and burger too salty for my liking', ' plus the ']",TMG
61,['not bad interesting'],TMG
62,"['food was good but the service was pretty shoddy', ' when the sides are 1215 each i believe that the service is going to be of a higher quality', ' if weve got to ask for wine glasses any wine glasses and plates i think that there is an issue there that needs to be resolved']",TMG
64,"['really good steak', ' one of the best u can get in sg', ' service was good and friendly', ' will come back again']",TMG
65,"['food was really quite a miss for me', 'short ribs was terribly fatty and it tasted one dimensional', ' the mac and cheese was probably the best dish of the evening amongst all that we ordered', ' ']",TMG
70,"['very cosy', ' food might be pricy but well worth the money', ' the bbq pork ribs are so tender they fall off the bone', ' the steak is done to perfection too', ' the fried pork ears are a musthave if you enjoy finger food and crackers']",TMG
73,"['enjoyed the lamb rump  fresh tender and went well with the sauce', ' from an earlier visit the lobster roll was great  fresh and meaty']",TMG
74,"['this place has the best steak and pork ribs  been there for 34 times already', ' especially love the ribeye steak in my personal opinion its not worth getting the scallops nothing too impressive about it', ' the staff are very friendly overall good service  good food']",TMG
75,"['everything was so good', ' very friendly and attentive staff', ' ']",TMG
76,"['nice ambience', ' small and cosy', ' not as crowded as i expected it to be', 'the lobster roll was nice', ' lobster meat was chunky and juicy', ' ']",TMG
77,"['the steak was cooked to the right doneness as requested', ' apart from the cuts shown in the menu their board updates daily']",TMG
80,"['nice decor with american diner vibe great ambience', ' whole lobster was fresh and steak was done as asked', ' will definitely return']",TMG
81,"['great atmosphere and a menu packed full of comfort food', ' it was difficult choosing what to order as i would have eaten just about anything on the menu', ' the lobster roll was a well liked by everyone in my group', ' i had the ribs which were mostly fat and not very good at all']",TMG
82,"['had lamb shoulder  whole chargrilled lobster', ' meat is well cooked but not well seasoned', ' so texture good but has no flavours', ' shaved truffle on top but truffle itself has not much taste so it doesnt add any value to the dish at all', ' ']",TMG
83,"['cosy place good service and staff interesting menu', ' had the venison 200g at 40', ' steamed lobster is well cooked 50 for around 500g', ' food is not cheap got some discounts with chope vouchers', ' so do get yours before visiting']",TMG
85,"['had the wagyu beef and foie gras last night at this place', ' felt nauseous the whole night', ' woke up at 7am to puke', ' not a fun way to begin the christmas period', ' food wasnt cheap either', ' i guess its my bad luck to get food poisoned', ' i found ']",TMG
86,"['hi so sorry to hear this we hope you are feeling better', ' as this is the first time we are receiving such feedback we are currently investigating the matter', ' we will be reaching out to you shortly']",TMG
87,"['yummy burger beef patty was nice moist and very perfectly cooked', ' the tritip steak was okay', ' overall a very good experience']",TMG
88,"['avoid this place if youre vegetarian or have veggie friends', ' some friends chose the place without realising there are basically no options for veggies', ' i asked if they could take the meat out of a portobello mushroom and replace it with ']",TMG
89,"['the lobster thermidor is inauthentic and is more like a split lobster baked with cheese on top', ' the claw meat was anaemic and flimsy', ' the onion straws are really good']",TMG
90,"['fantastic lobster roll fresh lobster dressed with house made mayo and topped with tobiko', ' the brioche bread was nicely toasted so it was perfect', ' came with a side of greens and fries i opted for more greens with no fries', ' overall a really great lunch will recommend it to my friends ']",TMG
91,"['food wine and service is great', ' like the steak and mussels bisque']",TMG
92,"['came in and ordered the signature cheeseburger and threecheese mac  cheese', 'for starters the mac  cheese was disappointingly small for 12', ' price aside ']",TMG
93,['excellent food'],TMG
94,"['went there with a group of friends and we had a great time', ' the porterhouse is a good option for sharing between 34 person', '  friendly and knowledgeable staff who made good recommendations on food and wine', '  definitely a great spot for grilled meats and some wines']",TMG
95,"['ordered lobster roll which was excellent', ' however the other 3 dishes we ordered were somewhat disappointing the pig ears were too oily the sauteed mushroom was mediocre and the wagyu steak was burnt on the outside', ' we were expecting more for this kind of price']",TMG
96,"['i have been to tmg twice with my partner and would rate the food 55', ' however a terrible phonecall to secure a booking has screwed up the good impression i had', ' ']",TMG
98,"['had the lobster roll and wagyu rump cap from the board and crispy pig ears for starters', 'the lobster roll is one of the best ive had an entire lobster in huge chunks ']",TMG
99,['cosy and convenient the market grill is the place you want to go if you want a relaxed meal without making your wallet too painful'],TMG
100,['small place and serve good food'],TMG
101,['nice burgers'],TMG
103,"['ordered the wagyu steak and pork chops which were very well prepared', ' pretty quiet on a monday evening', ' staffs were attentive and friendly', ' would come back again']",TMG
104,"['good service  food is tasty', ' love the lobster roll and beef burger', ' overall was a good experience']",TMG
105,"['burger beef patty tasted great with the sauce and mushroom except that the bun was inconsistent some are extensively burnt to the point it tasted bitter', 'fries that accompanied the burger is curly fries which came as a surprise and ']",TMG
106,['one of the best lobster rolls jn town'],TMG
107,['great food and service also wide selection of wine list '],TMG
111,['great food and nice service  wonderful place to dine with friends'],TMG
113,"['steak was good', ' ']",TMG
114,['the lobster was tasteless and very rude service staff saying that we cant eat the birthday cake as no outside food allowed'],TMG
116,['excellent dinning area with good food and drink'],TMG
117,"['the set up kind of casual like american style grilled houses the food is quite good especially fry pig ear kind of unique here great to down with few beers', ' the sharing ribeye is steak was good and the grilled kurobota pork job was ']",TMG
118,"['food is slightly above average but at a higher cost', ' service is good', ' generally not a place i will come back as there are other similar places with better pricing']",TMG
120,['recommended'],TMG
121,['excellent food and service at this restaurant staff are attentive and give good recommendations '],TMG
122,"['the service and food is fantasticwagyu burger is a must to order', ' ']",TMG
123,['friendly staff and good food'],TMG
127,"['we had lobster roll and pork ribs portion is very generous especially the pork ribs', ' full ribs good for sharing with 3 persons', ' overall everything is good', ' ']",TMG
128,"['while the staff are friendly and attentive the food was really mediocre', ' we ordered the pork ribs overly sweet artichoke too dry and tough even worse so when the heart was deepfried  a service the restaurant provides and the ']",TMG
129,"['the service here is excellent extremely knowledgeable and eloquent the staff who attended to me jordan knew a great deal about wine and was sincere with recommendations', ' if the management is reading this please give him a pay raise ']",TMG
130,"['great food quality exceptional service', ' highly recommended']",TMG
131,[],TMG
132,"['good quality food and the service is good as well', '  bit pricey', ' but worth it']",TMG
134,"['great meal with super accommodating staff who obliged when we asked to take pictures multiple times', ' the food was really good as well we will come back for sure ']",TMG
135,"['fresh and well prepared', ' ']",TMG
136,"['solid lobster both whole and roll and grilled food nice ambience good service', ' try to order steamed', ' prices are ok but i would not say cheap  inline with other upmarket places']",TMG
138,"['the service at this place is excellent', ' the staff are friendly and attentive', ' the food are also very food', ' the pork ribs are soft and tender and oysters fresh and sweet']",TMG
143,"['nice food good vibe friendly waiter', ' will go again']",TMG
145,"['superb food and nice service as well great place to hang out with friends after work', ' ']",TMG
146,"['great burgers', ' hands down']",TMG
147,"['food is tasty', ' ingredients are fresh', ' service was good nice friendly staffs', ' i think its good value for money as well', ' overall was good']",TMG
149,"['food and service was good and worth every dollar spent', ' worth a visit', ' ']",TMG
150,['amazing service great food and wine selections if youre there do get the cote de boeuf to share comes with sides just awesome place'],TMG
151,"['excellent service', ' had fried pig ears lobster bisque angus beef burger lobster roll and dessert', ' ']",TMG
153,"['service staff were friendly but had to wait a little before any staff gave attention', ' had to call waiters a couple of times before i got their attention even though i feel i sat at a spot where they kept walking past', ' despite the longer ']",TMG
154,"['this by far is the worst piece of steak i experienced', ' it was stated as wagyu grade 9 on the menu but it did not taste anything like wagyu at all not to mention grade 9']",TMG
156,['5 stars service and food'],TMG
157,"['excellent food especially the burgers', ' standard beer and wine reasonable price for hh for cbd area', ' maybe a bit of a long wait due to not enough staff']",TMG
158,"['its an ok place to dine', ' their steak which was their special and not listed on the menu is quite good', ' the blue cheese burger is not bad but no taste of blue cheese at all', ' ']",TMG
160,"['second time coming here', ' both times had the burger', ' good food fair prices', ' only issue is that for a place that calls itself a grill and does great burgers their only options for sauces for your chips are ketchup and some no name brand bottled chilli sauce', ' surely a bbq sauce would make a great addition']",TMG
162,"['great burgers but there are better ones', ' service was adequate']",TMG
163,['good service and great food'],TMG
164,"['the burgers arent that great nor are the ribs', ' the service is a bit slow and one of the waiters always seems to be in a perpetually bad mood']",TMG
166,"['my mistake for not getting the lobster roll each of the other 5 customers around us did', ' we came here for a work day lunch  i got the ribs my friend got the fish sandwich  both underwhelming and pretty pricey considering neither came with sides 35  30 respectively']",TMG
169,"['came here on a weekday for dinner with some colleagues and there werent many people but its a cozy environment for dinner and drinks', ' their menu is fairly simple but the quality is superb', ' everything we ordered was good', ' must order the ']",TMG
170,"['lobster well cooked as usual', ' steak was as ordered', ' brussel sprouts was bad as they were boiled before being charred', ' they were rather short staffed and service patchy although staff did their best and were still able to smile despite being stretched']",TMG
171,"['we love the food so feedback for improvement we really wish that the service can be improved apparently shorthanded and disorganised on the floor for example cutlery and wine arrived after the food came in', ' they are trying but it seems overwhelmed']",TMG
172,"['ordered lobster roll', ' despite generous serving of lobster  food was a little underwhelming ', ' lobster needed to be seasoned  needed more sauce and to be cut into smaller peices', ' ']",TMG
173,['absolutely horrible service ordered via oodle 3hrs in advance after calling in victoria informed me curtly she just realised there was an order delivery was for 8 to 830pm and called at 845 '],TMG
175,"['the photos says it all', ' ordered the duroc pork chop and it was not cooked']",TMG
177,['posh'],TMG
178,"['3 stars isnt terrible coming from me because ive only given 5 stars to a handful of restaurants', ' ordered the bone marrow the mussel bisque and lobster roll', ' ']",TMG
179,"['food is not too bad', ' but for the price you pay here i am sure you can get equally good if not better food elsewhere at much lower cost', ' hardly value for money', ' plus the tables in the restaurant are cramped so closely together you cant ']",TMG
180,"['a late find for me but definitely a must go when in this area', ' come restaurant with 2 outdoor tables serving excellent steaks and burgers but also good mussels and lobster', ' the surprise find for me here were the fried pig ears so yum']",TMG
181,['amazing seafood and steak'],TMG
182,['food is great as i got a great companion'],TMG
187,['everything is over my expectations loved having dinner here'],TMG
189,"['have a bad experience at this place while we are still eating our meal the waiter is chased us out and told us need to left the table now', 'warned by the guy waiter and they need the table back as we had two hours of our dinner here ']",TMG
192,['great food and wonderful place to dine with friends'],TMG
194,"['do not order delivery from them unless you wish to be disappointed', ' i ordered 2 fathers day set to be delivered to my godparents and to myself', ' both delivery were later for 1', '5hours and 2 hours respectively', ' the whole incident was poorly ']",TMG
195,"['got takeaway food was ok', ' burgers were fantastic', ' but the half an hour window for delivery time is rubbish', ' we specified 830pm but it was as clearly made at 8pm they were not busy so alot of it was soggy']",TMG
196,"['only tried the burgers here', ' they are going at 16nett', ' and man', ' its one of the better burgers out there']",TMG
198,"['good place to have a decent steaks after a long day of work', ' like the wide range of wine selection']",TMG
199,"['ordered lamb chops and burgers signature cheese and portobello for takeaway', ' portions for the lamb chops were pathetic', ' burgers were much better']",TMG
201,"['this is medium rare', ' bit of a waste as the meat was burnt and we had to cut off the black bits']",TMG
202,"['we ordered a pot of mussels as starter and its so delicious the sauce is very tasty and the mussels are tender and its so yummy to eat with the sauce', ' we ordered steak as our main course jacks creek wagyu taste really good the meat is ']",TMG
203,"['had a birthday dinner at the market grill with 12 people', ' as we were a big group we called in to make a reservation and the team were quick to check and make sure that we could get a table to fit all of us as the resturant is quite ']",TMG
204,['we went during lunch hour for birthday celebrationservice was slow '],TMG
205,"['one of the best burgers in singapore in my opinion especially the bbq beef', ' i love the food here but have decided to bring down my previous 5 rating today due to the poor service experienced this afternoon', ' i was seated centrally enough ']",TMG
206,"['hi greg we apologise for your unpleasant experience', ' we are currently working out the manpower crunch and will be taking steps to improve', ' we hope to be able to serve you at the restaurant again']",TMG
208,['nice food and friendly staff portion is just nice not much for big eater i guess'],TMG
210,"['the food is delicious and the service is topnotchwe visited market grill for lunch and could not be happier', ' the dishes range from traditional fare to innovative fusion', ' everything was perfect but for the ']",TMG
213,"['we were invited by our colleague to have a nice friday lunch', 'well wow the whole gang stuffed ourselves and loved every dish', 'the burgers are amazing oh heck everything was delicious the service here is ']",TMG
214,['delicous and good place for catching up with friends'],TMG
216,"['best place for eating delicious lobster with reasonable price', ' come here several times during celebration such as birthday and anniversary', ' worth it']",TMG
217,['really fresh n good'],TMG
219,"['nice convenient place for quick drinks  steak dinner after work', ' the service was great very helpful and responsive to questions about the menu and the special for the day items', '  food was delicious and portions were just nice', ' even had room for the delicious burnt cheese cake']",TMG
220,"['excellent blue cheese burger', ' delicious fries']",TMG
221,"['great service  friendly prompt and attentive', ' the food as usual did not disappoint  today we ordered a half portion st louis bbq ribs 35 a 300g medium rare tri tip steak 65 and oven roasted bone marrow 22']",TMG
222,"['ordered the tender valley and wagu  steak was nicely cooked and fresh', ' used chope vouchers to get 10 off']",TMG
224,"['the lobster roll if you can stomach the price is amazing', ' highly recommend']",TMG
225,"['delicious steak and seafood', ' steaks fine and lobster good for a pretty casual experience', ' service decent and beers  wine selection reasonably priced']",TMG
230,"['unusual experience in a negative way', ' spent less than an hour at market grill where we were 1 of 2 tables at 6', '20pm on a friday evening', ' as we wanted a light meal we had 4 glasses of wine and shared a burger', ' when we ordered and after a ']",TMG
232,['amazing experiencefrom the welcome by shaker i think thats how his name is spelled to the '],TMG
234,"['my worst experience in dining happens in this restaurant and i felt being humiliated by the rude lady manager cheryl or shirley  cant recall exactly asked from one of the waiter', ' if there is a zero rating  i will definitely give', ' i ']",TMG
235,"['hi were sorry to learn about your dining experience at the market grill', ' we are in the midst of investigating the matter and will be taking steps to make sure this does not happen again', ' we would like to personally address this please leave send us your contact details via email to infothemarketgrill', 'com', 'sg']",TMG
236,"['steak quality is no where near the other better known places such as lawrys or mortons', ' price is however similar', ' service is also soso', ' am sure i will not frequent again']",TMG
237,"['hi thanks for your feedback', ' we strive to do better and will continue to improve the standards for both our food and service']",TMG
239,['the food is good however value is diminished cause of excessively high prices'],TMG
240,"['the lamb and pork ribs were grilled to perfection', ' staff are friendly too although the service was slightly slow during lunch time', ' will definitely visit again']",TMG
241,['good steak and friendly staff'],TMG
242,"['nice steak good lobster', ' friendly service']",TMG
244,"['great ambience', ' professional and friendly staff', ' food was excellent', ' love the steak', ' wine reasonably priced']",TMG
245,['yummy yummy yummyyyy'],TMG
246,"['would have to be my favourite lobster roll in singapore  consistently satisfying plus the chips came fresh and crisp   wagyu tartare was disappointing though  probably just not to my liking', ' ']",TMG
247,['interesting menu  great food  good service'],TMG
248,['great place for oysters'],TMG
249,"['wonderful host', ' but']",TMG
250,['food and service are good'],TMG
251,['delicious food and great service'],TMG
254,['just perfect'],TMG
257,"['very expensive for what it is', ' however the food is prepared well and they do serve quality ingredients']",TMG
258,"['decent food', ' nice chill place', ' good for gatherings  occasions']",TMG
259,"['translated by google the atmosphere is good but the food and service are not good overall', ' ']",TMG
261,"['came in with high expectations was sorely disappointed with the food and service', ' the lobster bisque was very diluted and tasted like artificial soup', ' not to mention it costed 18', ' the steaks were decent', ' i prefer mee pok to this']",TMG
262,"['we had the whole lobster', ' its really fresh and tastes awesome', ' steak is great too dont miss the cheesecake dessert']",TMG
264,['nice food and very tasty  nice place the staff very helpful '],TMG
266,"['the seafood tower was awful', ' the seafood was still half frozen and the ones that werent were very watery and tasteless', ' very disappointed as we had heard such great things', ' the service was good but sadly thats about it']",TMG
267,['this guy knows their meats'],TMG
268,['great food great service loved the lobster sandwich'],TMG
269,['one of the best burgers in town'],TMG
270,"['excellent place for steak and seafood such as lobsters oysters etc', ' pity they squeeze in too many tables where if you come as a couple you are basically sitting next to strangers less than arms length away and you can virtually hear everything they are saying and vice versa']",TMG
273,"['cold seafood platter was ok', ' pork quality was great but seasoning was not to my taste']",TMG
276,['loved the lobster and lobster roll but i was surprised at how good the burger was ill be back for the burger next time'],TMG
278,"['waiter took wrong order and refuse to cancel', ' so we have to pay 100 extra for a dish we did not order']",TMG
279,"['hi weve checked with our staff and have not received such complaints regarding wrong orders', ' please drop us an email at infothemarketgrill', 'com', 'sg for us to assist you further']",TMG
281,"['average food with terrible service', ' please educate and teach your waiter some manners', ' yes the one that served on 24 september 2019']",TMG
282,"['had the special burger which was nordic salmon and prawn', 'big chunks of both in the patty', ' was absolutely delicious', ' service was great', ' location is fantastic']",TMG
284,['tasty'],TMG
285,['translated by google so expensiveoriginal'],TMG
287,"['the lobster roll is nice', ' returned visits']",TMG
288,"['i like the prices the location the fun theme that makes me feel like im back in san francisco or any coastal fishing area really', ' i ordered the watermelon salad the tuna tartar and the lobster roll', ' all the food was fantastic and ']",TMG
290,['phenomenal pork chop'],TMG
291,"['the cod fish burger is so good cooked to perfection', ' bun is toasted well and crispy on the outside fluffy and soft on the inside', ' the sakura chicken is tasty too', ' tender and very juicy', ' great service', ' lovely place', ' totally recommend it']",TMG
293,['lobster roll is one of the best'],TMG
294,['grilled lobster was really good'],TMG
297,"['one of the oldest restaurant in this alley', ' nice food and nice service', ' was there for lobster roll and their signature burger', ' the burger is surprisingly delicious', ' next time will order burger again and try the wagyu option', ' they also have happy hours until 7 pm']",TMG
300,"['probably a little overrated', ' wasnt blown away for the price point', ' def better options else where']",TMG
301,"['go for the steaks n mussels', ' skip the burgers']",TMG
303,"['i used to like this place before the new menu and renovation in early 2019', ' now it just seems pricey with average food and small wine pours', ' btw the chicken kiev in my earliest picture is from the old menu']",TMG
304,"['not as good as it used to be', ' cheaper ingredients']",TMG
306,"['the lobster roll is lovely', ' a must order', ' and the lobster salad', ' food is above average', ' you pay for the freshness of the food and the ambience', ' its not fine dinning more of casual dinning']",TMG
308,"['very nice place', '  though if you fancy nice steak but worth the experience', ' highly recommended']",TMG
309,['terrible bbq pork ribs so dry  sticked to the bone'],TMG
311,"['this restaurant is a bistro style one that served crispy stuff which is a very good match to beers such as pig ears and little silver fish', ' main dishes like beef steak and pork n lamb chop are so delicious tender and juicy', ' this time we ordered a famous starter seafood tower its prawn and lobster are so fresh and yummy']",TMG
312,['my burger patty was rare so taking out that portion it tasted quite good'],TMG
315,['the standard dropped abit but service and other food menus r still nt bad'],TMG
316,['good burger'],TMG
317,"['delicious mussels bisque and cod fish burger', ' totally enjoyed our meal']",TMG
318,"['lobster was very small and not cheap', ' quality was ok but not worth the price']",TMG
320,['pretty expensive but great place'],TMG
321,['excellent'],TMG
323,"['nice place with great food', ' tad pricy']",TMG
324,['food is good but pricey'],TMG
325,['great food'],TMG
326,"['always good here', ' great food great service and good value ']",TMG
327,['i love their beef'],TMG
328,"['although the place is supposedly known for its lobster and the lobster is actually pretty decent but slightly overpriced i was really surprised with the prok chop', ' before their renovation in feb2019 it was called the mangalica pork ']",TMG
329,"['awesome meat very nice options to chose from on the menu', ' will go again to try the lobster roll']",TMG
331,"['the damage no drinks s90120 for twomeats and seafood grill bistro that has their lobsters flown in from maine', ' ']",TMG
332,"['very disappointing meal at market grill', ' totallyunimaginative menu recommended by the chef', '  tomato salad arrived as watermelon salad', ' glass of wine was barely a quarter of a glass', '  dessert of creme brle ']",TMG
337,"['i had the bleu cheese burger and every ingredient is characteristically tasty on its own', ' from the walnut raisin bun to the sweet burnt onion marmalade to the bleu cheese', ' the centre of it all  the beef patty is tender juicy and grilled to perfection', ' i cant wait to be back to try the signature steaks']",TMG
338,"['best burger ive had in singapore it was perfect', ' the fries were nicely crisped as well', ' i would happily go back']",TMG
341,"['first time there', ' good lobster bisque and wagyu cheese burger']",TMG
342,"['i think we had a little too high an expectation when we made a reservation', ' we had the wagyu tri tip steak which didnt have the marble and fat flavouring of wagyu and wasnt amazing', ' the creme brulee dessert was overly covered with sugar ']",TMG
343,['seafood were really fresh and portion were great we ordered the seafood tower but be prepared to leave with your clothes in smokey smell if you are seated too close to their grilling station'],TMG
345,"['came here for dinner this time', ' a cosy and packed restaurant', ' the ribeye steak was good and price ok']",TMG
346,['great food awefull wine'],TMG
348,"['for price of 56 this is not the best lobster roll i ever have', '  salad and chips are not that fantastic', ' burgers is very average too8']",TMG
349,"['burger was good', ' pig ears were too greasy and its a bit awkward to apply the sauce', ' also the worst nero davolo ive had', ' skip it']",TMG
350,"['friendly prompt service and the food is served fresh', ' worth the money']",TMG
351,['over priced place'],TMG
352,"['the market grill has been my go to place for fantastic food and great ambience', ' their lobster roll is absolutely heavenly and they always have a good selection of meats oysters and seafood to suit different tastes and budgets', ' they have ']",TMG
357,"['tried the lobster roll it was sweet and fresh meat', ' the brioche was ']",TMG
358,['the food super deliciousthe waiters so friendly and they give you the best recommendation i tried the cheese burger  and i love it  the lobster roll and whole lobster '],TMG
359,"['food was great and the service was fantastic', ' the beef in particular was a highlight and cooked at medium had just the right balance of toughness without being too hard']",TMG
360,"['nice place for chit chat', ' good seafood as well', ' also small place but overall good']",TMG
361,['love their lobster roll lobster chunks are fresh juicy and chewy to the bite'],TMG
362,"['excellent beef wagyu and service', ' a favourite lunchtime place']",TMG
367,['great food and great service what more can you ask'],TMG
369,"['top quality burgers cant fault them on the food quality', ' bit pricey though', ' 24 bucks for a cheesy is steep']",TMG
370,['very good burgers'],TMG
371,"['the food here is amazing its simple but done well', ' the bone marrow was fantastic with a well thought of marriage of flavors', ' the burgers are superb one of the best ive had', ' will definitely be back']",TMG
374,"['we used to frequent this place often', ' we had a cheese burger and bleu cheese burger', ' still pretty good', ' the fried pig ears were disappointing though they have reduced the size of the pig ears so they dont have substance when you eat them', ' still worth a visit']",TMG
375,"['visited on a monday night and restaurant was barely half filled', ' had the blu cheese beef burger  an overpriced 18 clam chowder soup which was very underwhelming']",TMG
377,"['if you love lobster roll', ' you have to try this place']",TMG
381,"['most horrid dining experience', ' we ordered the blackmore steak which we wanted in medium rare but the person who took our orders said that it can only be done in medium', ' so my sister and i decided to try it since he said that it is the most ']",TMG
382,"['worst place ever', ' the waiter told us that the wagyu blackmore would be medium', ' when the steak came it was well done and the meat was extremely tough', ' we asked for a change to another steak since the chef said theres not supposed to be any ']",TMG
383,['perfect burger'],TMG
384,['good place for burgers and steak'],TMG
386,['love the blue cheese wagyu burgers but the price is a touch on the steep side'],TMG
388,['cozy restaurant with a nice vibe to it'],TMG
389,['awesome food as usual'],TMG
392,['very nice food'],TMG
393,['excellent food and knowledgeable staff made for a great dining experience'],TMG
